Date,Price,Stock
2018-08-10,228.28300000000002,AAPL
2018-08-09,229.768,AAPL
2018-08-08,227.97500000000002,AAPL
2018-08-07,227.82100000000003,AAPL
2018-08-06,229.977,AAPL
2018-08-03,228.78900000000002,AAPL
2018-08-02,228.129,AAPL
2018-08-01,221.65,AAPL
2018-07-31,209.31900000000002,AAPL
2018-07-30,208.901,AAPL
2018-07-27,210.078,AAPL
2018-07-26,213.63100000000003,AAPL
2018-07-25,214.30200000000002,AAPL
2018-07-24,212.3,AAPL
2018-07-23,210.77100000000004,AAPL
2018-07-20,210.584,AAPL
2018-07-19,211.068,AAPL
2018-07-18,209.44000000000003,AAPL
2018-07-17,210.595,AAPL
2018-07-16,210.001,AAPL
2018-07-13,210.46300000000002,AAPL
2018-07-12,210.133,AAPL
2018-07-11,206.668,AAPL
2018-07-10,209.38500000000002,AAPL
2018-07-09,209.63800000000003,AAPL
2018-07-06,206.76700000000002,AAPL
2018-07-05,203.94000000000003,AAPL
2018-07-03,202.312,AAPL
2018-07-02,205.89800000000002,AAPL
2018-06-29,203.62100000000004,AAPL
2018-06-28,204.05,AAPL
2018-06-27,202.57600000000002,AAPL
2018-06-26,202.87300000000002,AAPL
2018-06-25,200.387,AAPL
2018-06-22,203.412,AAPL
2018-06-21,204.00600000000003,AAPL
2018-06-20,205.15,AAPL
2018-06-19,204.25900000000001,AAPL
2018-06-18,207.61400000000003,AAPL
2018-06-15,207.72400000000002,AAPL
2018-06-14,209.88000000000002,AAPL
2018-06-13,209.77,AAPL
2018-06-12,211.508,AAPL
2018-06-11,210.353,AAPL
2018-06-08,210.87,AAPL
2018-06-07,212.80600000000004,AAPL
2018-06-06,213.37800000000001,AAPL
2018-06-05,212.64100000000002,AAPL
2018-06-04,211.01300000000003,AAPL
2018-06-01,209.26400000000004,AAPL
2018-05-31,205.55700000000002,AAPL
2018-05-30,206.25000000000003,AAPL
2018-05-29,206.69000000000003,AAPL
2018-05-25,207.43800000000002,AAPL
2018-05-24,206.96500000000003,AAPL
2018-05-23,207.19600000000003,AAPL
2018-05-22,205.876,AAPL
2018-05-21,206.393,AAPL
2018-05-18,204.94100000000003,AAPL
2018-05-17,205.68900000000002,AAPL
2018-05-16,206.99800000000002,AAPL
2018-05-15,205.084,AAPL
2018-05-14,206.96500000000003,AAPL
2018-05-11,207.449,AAPL
2018-05-10,209.044,AAPL
2018-05-09,206.09600000000003,AAPL
2018-05-08,204.65500000000003,AAPL
2018-05-07,203.67600000000002,AAPL
2018-05-04,202.21300000000002,AAPL
2018-05-03,194.579,AAPL
2018-05-02,194.227,AAPL
2018-05-01,186.01000000000002,AAPL
2018-04-30,181.786,AAPL
2018-04-27,178.55200000000002,AAPL
2018-04-26,180.64200000000002,AAPL
2018-04-25,180.01500000000001,AAPL
2018-04-24,179.234,AAPL
2018-04-23,181.76400000000004,AAPL
2018-04-20,182.292,AAPL
2018-04-19,190.08000000000004,AAPL
2018-04-18,195.62400000000002,AAPL
2018-04-17,196.06400000000002,AAPL
2018-04-16,193.40200000000002,AAPL
2018-04-13,192.203,AAPL
2018-04-12,191.554,AAPL
2018-04-11,189.68400000000003,AAPL
2018-04-10,190.57500000000002,AAPL
2018-04-09,187.05500000000004,AAPL
2018-04-06,185.21800000000002,AAPL
2018-04-05,190.08000000000004,AAPL
2018-04-04,188.77100000000004,AAPL
2018-04-03,185.229,AAPL
2018-04-02,183.348,AAPL
2018-03-29,184.55800000000002,AAPL
2018-03-28,183.12800000000001,AAPL
2018-03-27,185.174,AAPL
2018-03-26,190.04700000000003,AAPL
2018-03-23,181.43400000000003,AAPL
2018-03-22,185.735,AAPL
2018-03-21,188.39700000000002,AAPL
2018-03-20,192.76400000000004,AAPL
2018-03-19,192.83000000000004,AAPL
2018-03-16,195.82200000000003,AAPL
2018-03-15,196.51500000000001,AAPL
2018-03-14,196.28400000000002,AAPL
2018-03-13,197.967,AAPL
2018-03-12,199.89200000000002,AAPL
2018-03-09,197.978,AAPL
2018-03-08,194.63400000000001,AAPL
2018-03-07,192.53300000000002,AAPL
2018-03-06,194.337,AAPL
2018-03-05,194.502,AAPL
2018-03-02,193.83100000000002,AAPL
2018-03-01,192.50000000000003,AAPL
2018-02-28,195.93200000000002,AAPL
2018-02-27,196.229,AAPL
2018-02-26,196.86700000000002,AAPL
2018-02-23,193.05,AAPL
2018-02-22,189.75000000000003,AAPL
2018-02-21,188.17700000000002,AAPL
2018-02-20,189.035,AAPL
2018-02-16,189.67300000000003,AAPL
2018-02-15,190.28900000000002,AAPL
2018-02-14,184.10700000000003,AAPL
2018-02-13,180.77400000000003,AAPL
2018-02-12,178.98100000000002,AAPL
2018-02-09,172.05100000000002,AAPL
2018-02-08,170.66500000000002,AAPL
2018-02-07,175.494,AAPL
2018-02-06,179.33300000000003,AAPL
2018-02-05,172.139,AAPL
2018-02-02,176.55,AAPL
2018-02-01,184.55800000000002,AAPL
2018-01-31,184.17300000000003,AAPL
2018-01-30,183.667,AAPL
2018-01-29,184.75600000000003,AAPL
2018-01-26,188.661,AAPL
2018-01-25,188.22100000000003,AAPL
2018-01-24,191.64200000000002,AAPL
2018-01-23,194.744,AAPL
2018-01-22,194.70000000000002,AAPL
2018-01-19,196.306,AAPL
2018-01-18,197.186,AAPL
2018-01-17,197.01000000000002,AAPL
2018-01-16,193.80900000000003,AAPL
2018-01-12,194.799,AAPL
2018-01-11,192.80800000000002,AAPL
2018-01-10,191.719,AAPL
2018-01-09,191.76300000000003,AAPL
2018-01-08,191.785,AAPL
2018-01-05,192.50000000000003,AAPL
2018-01-04,190.33300000000003,AAPL
2018-01-03,189.453,AAPL
2018-01-02,189.48600000000002,AAPL
2017-12-29,186.153,AAPL
2017-12-28,188.18800000000002,AAPL
2017-12-27,187.66,AAPL
2017-12-26,187.627,AAPL
2017-12-22,192.511,AAPL
2017-12-21,192.511,AAPL
2017-12-20,191.785,AAPL
2017-12-19,191.994,AAPL
2017-12-18,194.062,AAPL
2017-12-15,191.36700000000002,AAPL
2017-12-14,189.442,AAPL
2017-12-13,189.497,AAPL
2017-12-12,188.87,AAPL
2017-12-11,189.937,AAPL
2017-12-08,186.30700000000002,AAPL
2017-12-07,186.252,AAPL
2017-12-06,185.911,AAPL
2017-12-05,186.604,AAPL
2017-12-04,186.78000000000003,AAPL
2017-12-01,188.15500000000003,AAPL
2017-11-30,189.035,AAPL
2017-11-29,186.428,AAPL
2017-11-28,190.377,AAPL
2017-11-27,191.49900000000002,AAPL
2017-11-24,192.467,AAPL
2017-11-22,192.45600000000002,AAPL
2017-11-21,190.454,AAPL
2017-11-20,186.978,AAPL
2017-11-17,187.16500000000002,AAPL
2017-11-16,188.21,AAPL
2017-11-15,185.98800000000003,AAPL
2017-11-14,188.47400000000002,AAPL
2017-11-13,191.36700000000002,AAPL
2017-11-10,192.137,AAPL
2017-11-09,193.46800000000002,AAPL
2017-11-08,193.86400000000003,AAPL
2017-11-07,192.29100000000003,AAPL
2017-11-06,191.675,AAPL
2017-11-03,189.75000000000003,AAPL
2017-11-02,184.92100000000002,AAPL
2017-11-01,183.579,AAPL
2017-10-31,185.94400000000002,AAPL
2017-10-30,183.39200000000002,AAPL
2017-10-27,179.35500000000002,AAPL
2017-10-26,173.151,AAPL
2017-10-25,172.05100000000002,AAPL
2017-10-24,172.81,AAPL
2017-10-23,171.787,AAPL
2017-10-20,171.875,AAPL
2017-10-19,171.578,AAPL
2017-10-18,175.736,AAPL
2017-10-17,176.51700000000002,AAPL
2017-10-16,175.868,AAPL
2017-10-13,172.68900000000002,AAPL
2017-10-12,171.60000000000002,AAPL
2017-10-11,172.205,AAPL
2017-10-10,171.49,AAPL
2017-10-09,171.424,AAPL
2017-10-06,170.83,AAPL
2017-10-05,170.929,AAPL
2017-10-04,168.828,AAPL
2017-10-03,169.928,AAPL
2017-10-02,169.191,AAPL
2017-09-29,169.532,AAPL
2017-09-28,168.608,AAPL
2017-09-27,169.653,AAPL
2017-09-26,168.454,AAPL
2017-09-25,165.60500000000002,AAPL
2017-09-22,167.079,AAPL
2017-09-21,168.72899999999998,AAPL
2017-09-20,171.677,AAPL
2017-09-19,174.603,AAPL
2017-09-18,174.537,AAPL
2017-09-15,175.868,AAPL
2017-09-14,174.108,AAPL
2017-09-13,175.615,AAPL
2017-09-12,176.94600000000003,AAPL
2017-09-11,177.65,AAPL
2017-09-08,174.493,AAPL
2017-09-07,177.386,AAPL
2017-09-06,178.101,AAPL
2017-09-05,178.28800000000004,AAPL
2017-09-01,180.45500000000004,AAPL
2017-08-31,180.4,AAPL
2017-08-30,179.685,AAPL
2017-08-29,179.20100000000002,AAPL
2017-08-28,177.61700000000002,AAPL
2017-08-25,175.84600000000003,AAPL
2017-08-24,175.19700000000003,AAPL
2017-08-23,175.978,AAPL
2017-08-22,175.758,AAPL
2017-08-21,172.931,AAPL
2017-08-18,173.25,AAPL
2017-08-17,173.64600000000002,AAPL
2017-08-16,177.04500000000002,AAPL
2017-08-15,177.76000000000002,AAPL
2017-08-14,175.835,AAPL
2017-08-11,173.228,AAPL
2017-08-10,170.852,AAPL
2017-08-09,177.16600000000003,AAPL
2017-08-08,176.08800000000002,AAPL
2017-08-07,174.691,AAPL
2017-08-04,172.029,AAPL
2017-08-03,171.127,AAPL
2017-08-02,172.85399999999998,AAPL
2017-08-01,165.05500000000004,AAPL
2017-07-31,163.603,AAPL
2017-07-28,164.45000000000002,AAPL
2017-07-27,165.616,AAPL
2017-07-26,168.806,AAPL
2017-07-25,168.014,AAPL
2017-07-24,167.299,AAPL
2017-07-21,165.29700000000003,AAPL
2017-07-20,165.37400000000002,AAPL
2017-07-19,166.122,AAPL
2017-07-18,165.08800000000002,AAPL
2017-07-17,164.51600000000002,AAPL
2017-07-14,163.94400000000002,AAPL
2017-07-13,162.54700000000003,AAPL
2017-07-12,160.31400000000002,AAPL
2017-07-11,160.08300000000003,AAPL
2017-07-10,159.566,AAPL
2017-07-07,158.598,AAPL
2017-07-06,157.00300000000001,AAPL
2017-07-05,158.49900000000002,AAPL
2017-07-03,157.85000000000002,AAPL
2017-06-30,158.42200000000003,AAPL
2017-06-29,158.04800000000003,AAPL
2017-06-28,160.41300000000004,AAPL
2017-06-27,158.103,AAPL
2017-06-26,160.40200000000002,AAPL
2017-06-23,160.90800000000002,AAPL
2017-06-22,160.193,AAPL
2017-06-21,160.45700000000002,AAPL
2017-06-20,159.511,AAPL
2017-06-19,160.97400000000002,AAPL
2017-06-16,156.497,AAPL
2017-06-15,158.719,AAPL
2017-06-14,159.67600000000002,AAPL
2017-06-13,161.24900000000002,AAPL
2017-06-12,159.962,AAPL
2017-06-09,163.87800000000001,AAPL
2017-06-08,170.48900000000003,AAPL
2017-06-07,170.907,AAPL
2017-06-06,169.895,AAPL
2017-06-05,169.323,AAPL
2017-06-02,170.995,AAPL
2017-06-01,168.49800000000002,AAPL
2017-05-31,168.036,AAPL
2017-05-30,169.037,AAPL
2017-05-26,168.97100000000003,AAPL
2017-05-25,169.257,AAPL
2017-05-24,168.674,AAPL
2017-05-23,169.18000000000004,AAPL
2017-05-22,169.389,AAPL
2017-05-19,168.366,AAPL
2017-05-18,167.794,AAPL
2017-05-17,165.275,AAPL
2017-05-16,171.01700000000002,AAPL
2017-05-15,171.27,AAPL
2017-05-12,171.71,AAPL
2017-05-11,169.345,AAPL
2017-05-10,168.586,AAPL
2017-05-09,169.389,AAPL
2017-05-08,168.311,AAPL
2017-05-05,163.85600000000002,AAPL
2017-05-04,161.18300000000002,AAPL
2017-05-03,161.76600000000002,AAPL
2017-05-02,162.261,AAPL
2017-05-01,161.23800000000003,AAPL
2017-04-28,158.01500000000001,AAPL
2017-04-27,158.169,AAPL
2017-04-26,158.04800000000003,AAPL
2017-04-25,158.983,AAPL
2017-04-24,158.004,AAPL
2017-04-21,156.497,AAPL
2017-04-20,156.684,AAPL
2017-04-19,154.74800000000002,AAPL
2017-04-18,155.32,AAPL
2017-04-17,156.01300000000003,AAPL
2017-04-13,155.15500000000003,AAPL
2017-04-12,155.98000000000002,AAPL
2017-04-11,155.793,AAPL
2017-04-10,157.487,AAPL
2017-04-07,157.674,AAPL
2017-04-06,158.026,AAPL
2017-04-05,158.42200000000003,AAPL
2017-04-04,159.247,AAPL
2017-04-03,158.07,AAPL
2017-03-31,158.026,AAPL
2017-03-30,158.323,AAPL
2017-03-29,158.532,AAPL
2017-03-28,158.18000000000004,AAPL
2017-03-27,154.96800000000002,AAPL
2017-03-24,154.704,AAPL
2017-03-23,155.012,AAPL
2017-03-22,155.562,AAPL
2017-03-21,153.824,AAPL
2017-03-20,155.60600000000002,AAPL
2017-03-17,153.98900000000003,AAPL
2017-03-16,154.75900000000001,AAPL
2017-03-15,154.50600000000003,AAPL
2017-03-14,152.889,AAPL
2017-03-13,153.12,AAPL
2017-03-10,153.054,AAPL
2017-03-09,152.54800000000003,AAPL
2017-03-08,152.9,AAPL
2017-03-07,153.47200000000004,AAPL
2017-03-06,153.27400000000003,AAPL
2017-03-03,153.758,AAPL
2017-03-02,152.85600000000002,AAPL
2017-03-01,153.769,AAPL
2017-02-28,150.68900000000002,AAPL
2017-02-27,150.62300000000002,AAPL
2017-02-24,150.32600000000002,AAPL
2017-02-23,150.18300000000002,AAPL
2017-02-22,150.82100000000003,AAPL
2017-02-21,150.37,AAPL
2017-02-17,149.292,AAPL
2017-02-16,148.8795,AAPL
2017-02-15,149.061,AAPL
2017-02-14,148.52200000000002,AAPL
2017-02-13,146.619,AAPL
2017-02-10,145.33200000000002,AAPL
2017-02-09,145.662,AAPL
2017-02-08,145.244,AAPL
2017-02-07,144.68300000000002,AAPL
2017-02-06,143.31900000000002,AAPL
2017-02-03,141.98800000000003,AAPL
2017-02-02,141.383,AAPL
2017-02-01,141.625,AAPL
2017-01-31,133.485,AAPL
2017-01-30,133.793,AAPL
2017-01-27,134.145,AAPL
2017-01-26,134.13400000000001,AAPL
2017-01-25,134.068,AAPL
2017-01-24,131.967,AAPL
2017-01-23,132.08800000000002,AAPL
2017-01-20,132.0,AAPL
2017-01-19,131.758,AAPL
2017-01-18,131.989,AAPL
2017-01-17,132.0,AAPL
2017-01-13,130.94400000000002,AAPL
2017-01-12,131.175,AAPL
2017-01-11,131.72500000000002,AAPL
2017-01-10,131.02100000000002,AAPL
2017-01-09,130.889,AAPL
2017-01-06,129.701,AAPL
2017-01-05,128.27100000000002,AAPL
2017-01-04,127.622,AAPL
2017-01-03,127.76500000000001,AAPL
2016-12-30,127.402,AAPL
2016-12-29,128.40300000000002,AAPL
2016-12-28,128.436,AAPL
2016-12-27,128.98600000000002,AAPL
2016-12-23,128.172,AAPL
2016-12-22,127.91900000000001,AAPL
2016-12-21,128.76600000000002,AAPL
2016-12-20,128.645,AAPL
2016-12-19,128.304,AAPL
2016-12-16,127.56700000000001,AAPL
2016-12-15,127.402,AAPL
2016-12-14,126.709,AAPL
2016-12-13,126.709,AAPL
2016-12-12,124.63000000000001,AAPL
2016-12-09,125.34500000000001,AAPL
2016-12-08,123.33200000000002,AAPL
2016-12-07,122.13300000000001,AAPL
2016-12-06,120.94500000000001,AAPL
2016-12-05,120.02100000000002,AAPL
2016-12-02,120.89000000000001,AAPL
2016-12-01,120.43900000000001,AAPL
2016-11-30,121.572,AAPL
2016-11-29,122.60600000000001,AAPL
2016-11-28,122.727,AAPL
2016-11-25,122.96900000000002,AAPL
2016-11-23,122.35300000000001,AAPL
2016-11-22,122.98,AAPL
2016-11-21,122.90300000000002,AAPL
2016-11-18,121.06600000000002,AAPL
2016-11-17,120.94500000000001,AAPL
2016-11-16,120.989,AAPL
2016-11-15,117.82100000000001,AAPL
2016-11-14,116.281,AAPL
2016-11-11,119.27300000000001,AAPL
2016-11-10,118.56900000000002,AAPL
2016-11-09,121.968,AAPL
2016-11-08,122.16600000000001,AAPL
2016-11-07,121.45100000000001,AAPL
2016-11-04,119.72400000000002,AAPL
2016-11-03,120.813,AAPL
2016-11-02,122.74900000000001,AAPL
2016-11-01,122.63900000000001,AAPL
2016-10-31,124.89400000000002,AAPL
2016-10-28,125.09200000000001,AAPL
2016-10-27,125.92800000000001,AAPL
2016-10-26,127.14900000000002,AAPL
2016-10-25,130.07500000000002,AAPL
2016-10-24,129.41500000000002,AAPL
2016-10-21,128.26,AAPL
2016-10-20,128.76600000000002,AAPL
2016-10-19,128.83200000000002,AAPL
2016-10-18,129.217,AAPL
2016-10-17,129.305,AAPL
2016-10-14,129.393,AAPL
2016-10-13,128.67800000000003,AAPL
2016-10-12,129.074,AAPL
2016-10-11,127.93,AAPL
2016-10-10,127.655,AAPL
2016-10-07,125.46600000000001,AAPL
2016-10-06,125.27900000000001,AAPL
2016-10-05,124.355,AAPL
2016-10-04,124.30000000000001,AAPL
2016-10-03,123.772,AAPL
2016-09-30,124.355,AAPL
2016-09-29,123.39800000000002,AAPL
2016-09-28,125.34500000000001,AAPL
2016-09-27,124.39900000000002,AAPL
2016-09-26,124.168,AAPL
2016-09-23,123.98100000000001,AAPL
2016-09-22,126.08200000000002,AAPL
2016-09-21,124.905,AAPL
2016-09-20,124.927,AAPL
2016-09-19,124.938,AAPL
2016-09-16,126.412,AAPL
2016-09-15,127.12700000000001,AAPL
2016-09-14,122.947,AAPL
2016-09-13,118.74500000000002,AAPL
2016-09-12,115.98400000000001,AAPL
2016-09-09,113.443,AAPL
2016-09-08,116.072,AAPL
2016-09-07,119.19600000000001,AAPL
2016-09-06,118.47000000000001,AAPL
2016-09-02,118.50300000000001,AAPL
2016-09-01,117.40300000000002,AAPL
2016-08-31,116.71000000000001,AAPL
2016-08-30,116.60000000000001,AAPL
2016-08-29,117.502,AAPL
2016-08-26,117.634,AAPL
2016-08-25,118.327,AAPL
2016-08-24,118.83300000000001,AAPL
2016-08-23,119.735,AAPL
2016-08-22,119.36100000000002,AAPL
2016-08-19,120.296,AAPL
2016-08-18,119.98800000000001,AAPL
2016-08-17,120.14200000000001,AAPL
2016-08-16,120.318,AAPL
2016-08-15,120.42800000000001,AAPL
2016-08-12,118.99800000000002,AAPL
2016-08-11,118.72300000000001,AAPL
2016-08-10,118.80000000000001,AAPL
2016-08-09,119.69100000000002,AAPL
2016-08-08,119.20700000000001,AAPL
2016-08-05,118.22800000000001,AAPL
2016-08-04,116.45700000000001,AAPL
2016-08-03,116.36900000000001,AAPL
2016-08-02,114.92800000000001,AAPL
2016-08-01,116.655,AAPL
2016-07-29,114.631,AAPL
2016-07-28,114.77400000000002,AAPL
2016-07-27,113.24500000000002,AAPL
2016-07-26,106.33700000000002,AAPL
2016-07-25,107.07400000000001,AAPL
2016-07-22,108.52600000000001,AAPL
2016-07-21,109.37300000000002,AAPL
2016-07-20,109.956,AAPL
2016-07-19,109.85700000000001,AAPL
2016-07-18,109.813,AAPL
2016-07-15,108.65800000000002,AAPL
2016-07-14,108.66900000000001,AAPL
2016-07-13,106.55700000000002,AAPL
2016-07-12,107.162,AAPL
2016-07-11,106.67800000000001,AAPL
2016-07-08,106.34800000000001,AAPL
2016-07-07,105.534,AAPL
2016-07-06,105.08300000000001,AAPL
2016-07-05,104.489,AAPL
2016-07-01,105.47900000000001,AAPL
2016-06-30,105.16,AAPL
2016-06-29,103.84000000000002,AAPL
2016-06-28,102.94900000000001,AAPL
2016-06-27,101.24400000000001,AAPL
2016-06-24,102.74000000000001,AAPL
2016-06-23,105.71000000000001,AAPL
2016-06-22,105.105,AAPL
2016-06-21,105.501,AAPL
2016-06-20,104.61,AAPL
2016-06-17,104.863,AAPL
2016-06-16,107.305,AAPL
2016-06-15,106.85400000000001,AAPL
2016-06-14,107.206,AAPL
2016-06-13,107.07400000000001,AAPL
2016-06-10,108.71300000000001,AAPL
2016-06-09,109.61500000000001,AAPL
2016-06-08,108.834,AAPL
2016-06-07,108.933,AAPL
2016-06-06,108.49300000000001,AAPL
2016-06-03,107.71200000000002,AAPL
2016-06-02,107.492,AAPL
2016-06-01,108.306,AAPL
2016-05-31,109.846,AAPL
2016-05-27,110.385,AAPL
2016-05-26,110.45100000000001,AAPL
2016-05-25,109.58200000000001,AAPL
2016-05-24,107.69000000000001,AAPL
2016-05-23,106.07300000000002,AAPL
2016-05-20,104.742,AAPL
2016-05-19,103.62,AAPL
2016-05-18,104.016,AAPL
2016-05-17,102.839,AAPL
2016-05-16,103.268,AAPL
2016-05-13,99.572,AAPL
2016-05-12,99.37400000000001,AAPL
2016-05-11,101.76100000000001,AAPL
2016-05-10,102.76200000000001,AAPL
2016-05-09,102.06900000000002,AAPL
2016-05-06,101.992,AAPL
2016-05-05,102.56400000000001,AAPL
2016-05-04,103.60900000000001,AAPL
2016-05-03,104.69800000000002,AAPL
2016-05-02,103.004,AAPL
2016-04-29,103.114,AAPL
2016-04-28,104.313,AAPL
2016-04-27,107.602,AAPL
2016-04-26,114.785,AAPL
2016-04-25,115.58800000000001,AAPL
2016-04-22,116.24800000000002,AAPL
2016-04-21,116.56700000000001,AAPL
2016-04-20,117.843,AAPL
2016-04-19,117.601,AAPL
2016-04-18,118.22800000000001,AAPL
2016-04-15,120.83500000000001,AAPL
2016-04-14,123.31,AAPL
2016-04-13,123.24400000000001,AAPL
2016-04-12,121.48400000000001,AAPL
2016-04-11,119.92200000000001,AAPL
2016-04-08,119.52600000000001,AAPL
2016-04-07,119.39400000000002,AAPL
2016-04-06,122.056,AAPL
2016-04-05,120.79100000000001,AAPL
2016-04-04,122.23200000000001,AAPL
2016-04-01,120.989,AAPL
2016-03-31,119.88900000000001,AAPL
2016-03-30,120.516,AAPL
2016-03-29,118.44800000000002,AAPL
2016-03-28,115.709,AAPL
2016-03-24,116.23700000000001,AAPL
2016-03-23,116.74300000000001,AAPL
2016-03-22,117.39200000000001,AAPL
2016-03-21,116.501,AAPL
2016-03-18,116.51200000000001,AAPL
2016-03-17,116.38000000000001,AAPL
2016-03-16,116.56700000000001,AAPL
2016-03-15,115.03800000000001,AAPL
2016-03-14,112.772,AAPL
2016-03-11,112.48600000000002,AAPL
2016-03-10,111.287,AAPL
2016-03-09,111.23200000000001,AAPL
2016-03-08,111.13300000000001,AAPL
2016-03-07,112.05700000000002,AAPL
2016-03-04,113.31100000000002,AAPL
2016-03-03,111.65,AAPL
2016-03-02,110.825,AAPL
2016-03-01,110.58300000000001,AAPL
2016-02-29,106.35900000000001,AAPL
2016-02-26,106.601,AAPL
2016-02-25,106.43600000000002,AAPL
2016-02-24,105.71000000000001,AAPL
2016-02-23,104.159,AAPL
2016-02-22,106.568,AAPL
2016-02-19,105.64400000000002,AAPL
2016-02-18,105.88600000000001,AAPL
2016-02-17,107.93200000000002,AAPL
2016-02-16,106.30400000000002,AAPL
2016-02-12,103.389,AAPL
2016-02-11,103.07000000000001,AAPL
2016-02-10,103.697,AAPL
2016-02-09,104.489,AAPL
2016-02-08,104.51100000000001,AAPL
2016-02-05,103.422,AAPL
2016-02-04,106.26,AAPL
2016-02-03,105.985,AAPL
2016-02-02,103.92800000000001,AAPL
2016-02-01,106.07300000000002,AAPL
2016-01-29,107.07400000000001,AAPL
2016-01-28,103.49900000000001,AAPL
2016-01-27,102.76200000000001,AAPL
2016-01-26,109.989,AAPL
2016-01-25,109.384,AAPL
2016-01-22,111.56200000000001,AAPL
2016-01-21,105.93,AAPL
2016-01-20,106.46900000000002,AAPL
2016-01-19,106.32600000000001,AAPL
2016-01-15,106.843,AAPL
2016-01-14,109.47200000000001,AAPL
2016-01-13,107.129,AAPL
2016-01-12,109.956,AAPL
2016-01-11,108.38300000000001,AAPL
2016-01-08,106.656,AAPL
2016-01-07,106.09500000000001,AAPL
2016-01-06,110.77000000000001,AAPL
2016-01-05,112.98100000000001,AAPL
2016-01-04,115.885,AAPL
2015-12-31,115.78600000000002,AAPL
2015-12-30,118.052,AAPL
2015-12-29,119.614,AAPL
2015-12-28,117.502,AAPL
2015-12-24,118.83300000000001,AAPL
2015-12-23,119.471,AAPL
2015-12-22,117.95300000000002,AAPL
2015-12-21,118.063,AAPL
2015-12-18,116.63300000000001,AAPL
2015-12-17,119.87800000000001,AAPL
2015-12-16,122.47400000000002,AAPL
2015-12-15,121.539,AAPL
2015-12-14,123.72800000000001,AAPL
2015-12-11,124.49800000000002,AAPL
2015-12-10,127.787,AAPL
2015-12-09,127.18200000000002,AAPL
2015-12-08,130.05300000000003,AAPL
2015-12-07,130.108,AAPL
2015-12-04,130.93300000000002,AAPL
2015-12-03,126.72000000000001,AAPL
2015-12-02,127.90800000000002,AAPL
2015-12-01,129.074,AAPL
2015-11-30,130.13,AAPL
2015-11-27,129.591,AAPL
2015-11-25,129.833,AAPL
2015-11-24,130.768,AAPL
2015-11-23,129.525,AAPL
2015-11-20,131.23000000000002,AAPL
2015-11-19,130.65800000000002,AAPL
2015-11-18,129.019,AAPL
2015-11-17,125.05900000000001,AAPL
2015-11-16,125.5925,AAPL
2015-11-13,123.57400000000001,AAPL
2015-11-12,127.29200000000002,AAPL
2015-11-11,127.721,AAPL
2015-11-10,128.447,AAPL
2015-11-09,132.627,AAPL
2015-11-06,133.16600000000003,AAPL
2015-11-05,133.012,AAPL
2015-11-04,134.20000000000002,AAPL
2015-11-03,134.827,AAPL
2015-11-02,133.29800000000003,AAPL
2015-10-30,131.45000000000002,AAPL
2015-10-29,132.583,AAPL
2015-10-28,131.197,AAPL
2015-10-27,126.00500000000001,AAPL
2015-10-26,126.808,AAPL
2015-10-23,130.988,AAPL
2015-10-22,127.05000000000001,AAPL
2015-10-21,125.13600000000001,AAPL
2015-10-20,125.147,AAPL
2015-10-19,122.90300000000002,AAPL
2015-10-16,122.14400000000002,AAPL
2015-10-15,123.046,AAPL
2015-10-14,121.23100000000001,AAPL
2015-10-13,122.96900000000002,AAPL
2015-10-12,122.76,AAPL
2015-10-09,123.33200000000002,AAPL
2015-10-08,120.45,AAPL
2015-10-07,121.858,AAPL
2015-10-06,122.44100000000002,AAPL
2015-10-05,121.858,AAPL
2015-10-02,121.418,AAPL
2015-10-01,120.53800000000001,AAPL
2015-09-30,120.94500000000001,AAPL
2015-09-29,119.96600000000001,AAPL
2015-09-28,123.68400000000001,AAPL
2015-09-25,126.181,AAPL
2015-09-24,126.50000000000001,AAPL
2015-09-23,125.75200000000001,AAPL
2015-09-22,124.74000000000002,AAPL
2015-09-21,126.73100000000001,AAPL
2015-09-18,124.79500000000002,AAPL
2015-09-17,125.31200000000001,AAPL
2015-09-16,128.05100000000002,AAPL
2015-09-15,127.90800000000002,AAPL
2015-09-14,126.84100000000001,AAPL
2015-09-11,125.631,AAPL
2015-09-10,123.827,AAPL
2015-09-09,121.16500000000002,AAPL
2015-09-08,123.54100000000001,AAPL
2015-09-04,120.197,AAPL
2015-09-03,121.40700000000001,AAPL
2015-09-02,123.57400000000001,AAPL
2015-09-01,118.492,AAPL
2015-08-31,124.03600000000002,AAPL
2015-08-28,124.61900000000001,AAPL
2015-08-27,124.21200000000002,AAPL
2015-08-26,120.659,AAPL
2015-08-25,114.114,AAPL
2015-08-24,113.43200000000002,AAPL
2015-08-21,116.33600000000001,AAPL
2015-08-20,123.91500000000002,AAPL
2015-08-19,126.51100000000001,AAPL
2015-08-18,128.15,AAPL
2015-08-17,128.876,AAPL
2015-08-14,127.556,AAPL
2015-08-13,126.66500000000002,AAPL
2015-08-12,126.76400000000001,AAPL
2015-08-11,124.839,AAPL
2015-08-10,131.692,AAPL
2015-08-07,127.072,AAPL
2015-08-06,126.643,AAPL
2015-08-05,126.94000000000001,AAPL
2015-08-04,126.10400000000001,AAPL
2015-08-03,130.28400000000002,AAPL
2015-07-31,133.43,AAPL
2015-07-30,134.60700000000003,AAPL
2015-07-29,135.28900000000002,AAPL
2015-07-28,135.71800000000002,AAPL
2015-07-27,135.047,AAPL
2015-07-24,136.95000000000002,AAPL
